Splat,Category,Name,Dots/Xp,Essence,Type,Resonance,Flavor,System
Sidereal,Serenity,Heart-Brightening Gathering ,2,1,,Survival,"The Sidereal devises and oversees an intensive training regimen for a small group of students in  which she weaves a series of social difficulties and complications from the threads of destiny.  Those who come through the training are vastly empowered by her tutelage, gifted in the  measure of society and personal elegance, and able to tell when it’s time to cut and leave.","The Sidereal spends an entire night consulting the stars, and then an entire day weaving  a customized social milieu into the fabric of destiny, and spends 5 Motes, 1 Willpower. She must  then, within the next seven days, touch each student she wishes to put through the training,  spending 1 Mote per student. Students need not consent to this training or realize they are  undergoing it. The Sidereal may train up to (Essence rating) students at a time. Once she has  attached all the students she wishes to train to the destiny she’s woven, the Charm takes effect.
If used to train antagonists, the Charm unfolds in a largely narrative fashion, usually occurring  over the course of a week, at the end of which they may gain a new appropriate Aptitude chosen  from among the following: Any manner of artistic performance, any manner of craftsmanship,  avoiding danger, etiquette, poetry, or understanding others. Once every other story, if they are  Exalted, they can gain a new power relating to one of those Aptitudes.
If used to train protagonists, this Charm either occurs during about a week of downtime, or  consumes a session of gameplay, as the group prefers, during which they are drawn into some  complex social situation. If they overcome it, then the next time they spend experience, they may  treat up to three of the following as Favored Attributes or Abilities (the Sidereal chooses which  when she devises the regimen): Manipulation, Appearance, Athletics, Craft, Empathy,  Linguistics, Martial Arts, Performance, Presence, and Socialize. This discount applies both to  buying Ability dots and to buying Charms. This Charm cannot provide any benefit again until a  protagonist has spent experience points on something, and only provides a discount for one  purchase (so if the player has enough normal experience points banked to buy an Ability dot, and  enough supernal experience points banked to buy a Charm, she could only apply the discount to  one or the other, not both)."
Sidereal,Serenity,Implicit Construction Methodology ,2,1,,Craft,"The Sidereal conjures a prayer strip marked with the Scripture of Lover and Maiden and twists it  about her wrists, where it becomes a set of cold blue bindings. By the binding of her hands, the  Sidereal induces fate to work on her behalf, finishing a crafting project without her further  intervention. ","The Sidereal spends 2 Motes, 1 Willpower. The Exalt names a Craft project whose  materials she has already gathered. The processes of fate perform the work of crafting it for her,  without her activity or presence being required. Mundane objects take a scene to construct,  artifacts a day, and large-scale constructions such as ships or manses a month. All of the dice on  a single Craft roll toward the completion of the project are converted to successes. If this doesn’t  produce enough successes to complete the project, then destiny abandons its workings with the  creation still incomplete. Implicit Construction Methodology can only enhance a single roll per  project.
The Sidereal’s wrists remain bound for the duration of this Charm’s mystic construction,  inflicting a –3 penalty on all dice pools using her hands."
Sidereal,Serenity,Joy in Adversity Stance ,2,1,,Empathy,"The Sidereal dances to safety, and all Creation rejoices, affirming her being with an influx of  Essence flavored with the tang of Serenity.","At the end of any round in which the Sidereal successfully Dodged an attack, she  regains 1 Mote. This Charm doesn’t activate if the Sidereal used Duck Fate or some other form  of perfect defense to remove any doubt about her safety, nor if the attack was not truly intended  to harm her or if it was launched by someone so weak that he posed her no true danger."
Sidereal,Serenity,Life Without Compunction ,2,1,,"Bureaucracy,Socialize","Everyone knows that those with the right connections can make legal crimes simply disappear.  The Sidereal knows similar tricks with which to bribe destiny to make a social crime vanish.  Paying a small tithe of her Essence to the universe, the Sidereal renders some social blunder or  taboo violation that she or someone else has committed broadly acceptable to those who know of  it.","Spend 1 Mote and roll Manipulation + Socialize against difficulty 8. Success ensures  that nobody much gives a damn about the gaffe, whatever it may have been. Those who are  pressed on the issue may make weak excuses or issue paint-by-numbers condemnations, but they  don’t really care. With three or more successes, the character responsible for the social breach  somehow comes off as an admirable rebel (i.e. a social critic who makes a bold, daring statement  by pissing on Chejop Kejak’s shoes). It would be reprehensible if anyone else did it, but in this case it’s not only okay, it’s laudable.
Socially acceptable acts may still be illegal, and unmotivated constables are usually still willing  to detain criminals."
Sidereal,Serenity,Mending Warped Designs ,2,1,,Craft,The Sidereal may repair damage to the weave of fate inflicted by those who dwell outside of  Heaven’s regard.,"The Sidereal may spend 1 Mote and roll Dexterity + Craft. If she is healing a  character’s wounds, the difficulty is 6 and one level of bashing or lethal damage is restored per  success, or one level of aggravated damage per two successes. If she is trying to cleanse a Wyld  mutation or similar curse, such as to free someone from possession by a ghost, the difficulty is 8.  If she is trying to repair damage done to a zone (such as by a Deathlord casting Rain of Doom, or  reducing the intensity of Wyld taint in that zone by one level), the difficulty is 9.
This Charm can only heal or repair damage caused by beings native to or steeped in the power of  the Underworld, Hell, the Wyld, or similar strange realms such as Autochthonia."
Sidereal,Serenity,Neighborhood Relocation Scheme ,2,1,,Athletics,"The Sidereal summons a long cerulean prayer strip marked with the Scripture of the Hunted  Maiden and binds it around her waist, where it becomes a band of Essence the color of a clear  sky. She connects herself to the destiny of the landscape around her, and then begins to run,  dragging the local geography along in her wake until it has been relocated to a more auspicious  location.","Spend 3 Motes. The Sidereal connects herself to all geographic features and buildings  within (Essence rating) miles (although she can target a smaller area, if desired), and may drag  them somewhere else by walking or running: no other manner of conveyance is acceptable,  although she can increase her running speed by as many forms of magic as she may have  available. The Sidereal must soak one level of bashing damage each hour until she releases this  Charm, which cannot be healed while it remains active.
This Charm isn’t destructive. The relocated geography slides smoothly through the world,  rerouting existing terrain around itself as it goes, and when it arrives in its new location, it  integrates into the existing landscape in a way that makes sense. For example, a borough moved  from one end of a city to the other would configure itself so that all of its sewage lines are still  connected to the grid in a functional manner, and doesn’t make complete hash of the city’s roads.  Likewise, destiny “fills in” the missing gap left behind by the Sidereal’s efforts with a new  geographical arrangement that makes sense for the location, whether that means collapsing  surrounding neighborhoods together, or simply creating a new patch of generic parks or  woodland. Even the dragon lines reroute themselves so that a Demesne relocated by this Charm  doesn’t have its power disrupted.
As far as the world is concerned, the new geographical configuration is the way things have  always been; old land surveys and other records reflect as much, and people form new memories  of the relocated land having always been where it is now… although they also retain their old  memories of it having been somewhere else."
Sidereal,Serenity,Shun the Smiling Lady ,2,1,,"Empathy,Socialize","Fixing an individual’s name or face in her mind, the Sidereal strikes their name out of the book  of love.","Spend 2 Motes and roll Manipulation + Socialize against a difficulty of the target’s  Willpower. Success curses them for one day per success. They have an effective rating of  Appearance 0 while under the curse (although their physical form doesn’t change), and if they wish to use any sort of supernatural power which leverages unnatural appeal (such as WarmFaced Seduction Style) they must first spend a Willpower point to do so (or, if an antagonist,  reduce their Resolve by one for the rest of the story). If anyone of a lower Essence rating than the  Sidereal has romantic feelings for the target, this curse terminates those feelings instantly. They  do not automatically reappear when the curse ends."
Sidereal,Serenity,Song of Spirit Persuasion ,2,1,,Performance,"The Sidereal sings a lay woven into the stars by Venus, which completes the tensions and  uncertainties that underlie all of the spirits of the terrestrial world.","Spend 2 Motes and roll Manipulation + Performance against a difficulty of an elemental  or elementally-aligned god’s Resolve. If the Sidereal rolls successes equal to or greater than the  spirit’s Essence rating, they become an ally (as per the Allies Background) for the rest of the  story. At the end of the story, the spirit forgets why they granted the Sidereal their favor, and will  no longer trouble themselves on her behalf. Treat the Resolve of spirits of wood and fire as two  lower than their true rating."
Sidereal,Serenity,Trouble Reduction Strategy ,2,1,,Athletics,"Foreseeing doom for those she cares for, the Sidereal may twist the threads of fate on their  behalf.","The Sidereal may use the Charms Absence, Avoidance Kata, and Duck Fate to protect  her allies as well as herself. By reflexively paying 1 extra Mote when activating any of those  Charms, she may invoke them on behalf of all of her allies within the same zone as well as to  protect herself. Characters who do not wish for this protection may reflexively reject it. Duck  Fate may only activate once per round to protect characters other than the Sidereal."
Sidereal,Serenity,Cash and Murder Games ,3,1,,Socialize,"Brutally looping several threads of destiny together, the Sidereal informs the world that one  character has dominion over another — generally through fear or desire, sexual or otherwise — and fate acknowledges that this is so.","Spend 2 Motes and roll Manipulation + Socialize, opposed by the Willpower of the  target to be dominated, both at difficulty 6. If the Sidereal gains more successes, then they are  enthralled, intimidated, or impressed to the point of servitude by the character granted power  over them. This Charm can be resisted for a scene by spending 1 point of Willpower (or reducing  an Antagonist’s Resolve by 1 for the rest of the story), and once a number of Willpower points  have been spent equal to the successes the by which the Sidereal won when activating Cash and  Murder games, its power comes to an end. The Sidereal can name herself as the beneficiary of  this Charm, if she likes."
Sidereal,Serenity,Defense of Shining Joy ,3,1,,Performance,"Taking up fate’s threads between her fingers and infusing herself with the Essence of the dance,  the Sidereal’s every movement becomes the perfect instinctive match of the movements of those  who move against her, allowing her to smoothly pirouette through storms of arrows and flurries  of savage claws without harm.","Reflexively spend 1 Mote and 1 Willpower to activate this Charm. For the rest of the  scene, all attacks the Sidereal attempts to Dodge subtract one success from their total rolled.  Additionally, the Sidereal’s Dodge value may be calculated as (5 + Performance). If this would  raise her Defense above 9, her attackers are forced to discard another success from attacks she  attempts to Dodge."
Sidereal,Serenity,Duck Fate ,3,1,,Athletics,"The Sidereal senses danger approaching in the weave of destiny, and viciously twists its threads  aside to deflect whatever this misfortune might be.","Reflexively spend 1 Mote, 1 Willpower and roll Dexterity + Athletics against difficulty  8. If successful, the Sidereal perfectly avoids any damaging, deleterious, or unwanted effect  aimed against her. This could be a physical attack, a spirit attempting to possess her, a Solar  talking her into abandoning the Bronze Faction, or even being struck down by the curse of a  broken Eclipse Oath. Continuous effects (such as being burned and asphyxiated by a house that’s  burning down with the Sidereal inside of it) need be avoided only once to protect the character  while she remains exposed."
Sidereal,Serenity,Harmonic Completion ,3,1,,Performance,"The Sidereal conjures a cerulean prayer strip marked with the Scripture of the Dancer and binds  it across her eyes, whereupon it becomes a band of starmetal and blue jade. Her words sound to  others like the affirmations and truths they have waited all their lives to hear.","Spend 2 Motes to conjure the prayer strip and a turn to bind it. The Sidereal is  genuinely blind, and suffers appropriate penalties (see p. XX). The Sidereal may re-roll each  failed die in any social influence roll she makes for the rest of the scene. Inspire rolls to make  others form an Intimacy of love for her (romantic or platonic) are made against difficulty 3. All  rolls to attack the Sidereal subtract her Performance rating from their dice pools, but if she lashes  out in violence herself, her blindfold shatters, inflicting one level of unsoakable lethal damage,  and the Charm ends."
Sidereal,Serenity,Lover’s Oath ,3,1,,"Empathy,Linguistics","The Sidereal winds a prayer strip marked with the Scripture of the Bride around herself and  another consenting character’s fingers. It splits and hardens into a pair of starmetal rings, binding  the fate of the two characters together.","Spend 5 Motes, 1 Willpower. The two bound characters may reflexively banish some or  all of the damage they suffer to their partner’s health track in the moment they are wounded.  Both characters must understand the ramifications of the ritual for it to be effective. Neither can  directly or indirectly attempt to move the rings once they are created, though other characters can  destroy the rings with a carefully-placed blow (a difficulty 8 action), ending the Charm’s effects.
Venus considers this Charm to be tantamount to a wedding ceremony, and frowns on its casual  exploitation or callous misuse. Still, such things are possible for characters willing to deal with  the fallout upon their return to Yu-Shan. The Sidereal needs not have any sort of emotional tie  whatsoever to her partner. Only one bond created by this Charm can exist at a time."
Sidereal,Serenity,Perfection in Life ,3,1,,Performance,"The dance of Venus is the dance of completed patterns, whole fates, and perfection in life: the  realization of all that those who witness it might be, and strive to be, bringing temporary peace  and affirmation to the most broken heart. This Charm imbues the Sidereal’s words and actions  with the cadence of that most sacred of dances, even though outwardly she may be doing no  more than chatting at a café or cooking dinner for her friends.","Spend 2 Motes and roll Charisma + Performance (difficulty 6). If successful, then for  the rest of the scene the Sidereal grants 1 Willpower point to herself and everyone she interacts  with, so long as this wouldn’t raise their current Willpower above either their maximum, or the  number of successes she rolled to activate Perfection in Life. A character can’t benefit from  Perfection in Life more than once per day. Antagonists increase their Resolve by one for the rest  of the scene."
Sidereal,Serenity,You and Yours Stance ,3,1,,Socialize,"The Sidereal entangles herself in every thread of fate which gives rise to lust and desire. She  becomes impossible to recognize: those who behold her see only that which their heart most  fervently desires, and know that to harm or deny her is to shatter their own heart.","Reflexively spend 1 Mote. For the rest of the scene, anyone who wishes to harm or  deny the Sidereal must make a Willpower roll (difficulty 8) each time they attempt to do so.
Failure makes such effrontery unthinkable. She lowers the difficulty of all seduction rolls by two."
Sidereal,Serenity,Wanting and Fearing Prayer ,3,1,,Socialize,"The Sidereal holds up two prayer strips marked with the Scripture of the Whore. One by one, she  names their targets, and they vanish, reappearing wrapped around one of their target’s bones.  They burn with cold blue light which cannot shine through flesh, but glows brilliantly if that  flesh is ever cut away. The power of the two prayer strips rewrites destiny to impose a new  relationship on the two characters according to the Sidereal’s dictates.","Spend 6 Motes and make a contested Manipulation + Socialize roll against the Resolve  of each target (difficulty 6). The targets must both be within 10 miles of the Sidereal. If the  Sidereal beats both targets, then she dictates a new social and emotional relationship between the  two of them. As quickly as can be plausibly arranged, destiny moves the characters into this  relationship. This is partly a work of circumstances and partially a work of magical influence; as  such, its effects can be resisted for a scene by citing an Intimacy (or a character’s Nature) that the  Charm is forcing them to act against, and spending a point of Willpower. If Willpower equal to  the Sidereal’s Essence rating is spent in this fashion, the power of the Charm breaks.
Otherwise, the only way to be free of the Wanting and Fearing Prayer is to cut out one of the  prayer strips. Doing so requires an extended Dexterity + Medicine roll against difficulty 8, requiring 12 successes, with each roll inflicting one level of unsoakable lethal damage."
Sidereal,Battles,Any Direction Arrow ,1,1,,Archery,The Sidereal’s attacks curve along the vectors and threads of inevitability to find their targets.,The character’s ranged attacks ignore anything less than 100% cover.
Sidereal,Battles,Crimson Palm Counterstrike ,1,1,,"Brawl,Martial Arts","The Sidereal steps into her opponent’s aggressions, shattering first his attack and then his jaw.","Reflexively spend 1 Mote in response to an attack directed at the Sidereal before her  turn, make an attack roll against a difficulty of the attacker’s Defense rating. Each success rolled  subtracts one of the aggressor’s attack roll successes. If this reduces the attack to 0 successes, the  attack is deflected. If the Sidereal then has any successes left over, she strikes her attacker and  applies them as threshold damage. This uses up the Sidereal’s turn for the round unless she  incapacitates her target."
Sidereal,Battles,Five Seasons Approach ,1,1,,Archery,"If the Sidereal’s skill does not suffice to strike her opponent, then she may trust to the world’s  esteem for her. If that does not serve, then to the world’s fear of what she hopes to save it from.  If that too is insufficient, then to the world’s dreams of the glories she seeks to achieve. If all else  fails, there is always luck.","Reflexively spend 1 Mote, 1 Willpower before making an attack. The attack  automatically hits, no matter how well the opponent defends or how poorly the Exalt rolls; if the  dice indicate that the attack should not strike true, then it hits anyway, with no threshold damage.  Five Seasons Approach can’t strike through a perfect defense such as Heavenly Guardian  Defense, however, nor can it strike a target if there’s simply no way to reach them (such as if  they’re on the other side of a wall, or outside of a weapon’s maximum range)."
Sidereal,Battles,Generalized Ammunition Technique ,1,1,,"Archery,Thrown","Destiny blesses the Sidereal’s ongoing quest to propel objects into her enemies at high speeds,  enabling her to do so in any circumstance.","This Charm grants a number of blessings once the Sidereal reflexively spends 1 Mote to  activate it for the rest of the scene. First, she always has a few more throwing knives, arrows, or  crossbow bolts hidden somewhere on her person or in her immediate surroundings. Second,  when firing a bow, she can use nearly anything as an arrow: a scream, some flames, a sunbeam, a  beehive, an angry squirrel; as long as it’s not too large and unwieldy to fit it to her bow, she can  fire it. Third and finally, if she has no ranged weapon of any sort available, she can use anything  she can pick up as a ranged weapon, even throwing iron-stiff strands of her own hair or shooting  her saliva through a curled fist like a blowgun if nothing else is available."
Sidereal,Battles,Impose Nature ,1,1,,Presence,"The Sidereal taints someone else’s destiny with her Essence, imposing her own nature upon  them.","The Sidereal makes her own personal sign at another character. Spend 1 Mote and roll  Charisma + Presence against a difficulty of the target’s Willpower. The target gains the  Sidereal’s own Nature in addition to his own, as well as the Sidereal’s Intimacies. They may  regain Willpower according to both Natures, and benefit in full from the bestowed Intimacies;  their personality is also, of course, heavily influenced by their new Nature and Intimacies. This  Charm’s effects last for one day per success rolled."
Sidereal,Battles,Opportune Shot ,1,1,,"Archery,War","Spotting a perfect opportunity shining like a diamond among the threads of what might be, the  Sidereal seizes it, allowing her to act before her foes.","The Sidereal may reflexively spend 1 Mote to cut ahead and attack before any of her  opponents for the next (highest of Archery or War, minimum 1) rounds."
Sidereal,Battles,Predestined Triumph Practice ,1,1,,War,"The Sidereal devises a battle plan and weaves it into destiny. If a group of soldiers follows this  plan, fortune in war surely favors them.","Spend 1 Mote and make an Intelligence + War roll against difficulty 6 to bless a group  that is currently fighting under the Sidereal’s direct leadership, or about to go into battle  employing a tactical plan devised or advised by her. A number of times during the battle equal to  the successes rolled (up to a maximum of the Sidereal’s Essence rating), that group may reduce  the difficulty of all its attack rolls for one round by –2."
Sidereal,Battles,Presence in Absence Technique ,1,1,,Presence,"The Sidereal crafts a message or performance and infects someone’s future with it. At some  point the Sidereal specifies, no matter what the target says or does, his words and deeds will  resonate with the Sidereal’s intended meanings and connotations, and he will deliver the Exalt’s  message.","Spend 1 Mote and make a social influence roll, then specify the circumstance when it  will go off — “when this Dragon-Blooded next meets with Mnemon,” let’s say. At that point, the  Sidereal’s social action deploys through the target’s words and deeds; to continue the example,  let’s say the Dragon-Blooded she tagged earlier, upon meeting Mnemon, unknowingly becomes  the vector for a Manipulation + Presence roll to convince Mnemon that the tagged DragonBlooded is plotting to betray and murder her.
A target can only have one instance of this Charm “hanging” on them at a time."
Sidereal,Battles,Water and Fire Legion ,1,1,,Resistance,"The Sidereal may weave protective destinies out of the threads of fate which govern water and  fire, either protecting herself and her allies or binding spirits of those elements as vigilant  protectors.","The Sidereal touches water or flame and spends 1 Mote. If this is all she does, she rolls  Wits + Resistance against difficulty 6. For a number of days equal to the successes rolled, fire  cannot burn or suffocate her; or water cannot drown, crush, boil, sicken, or freeze her. If she is  also touching someone else, then the person she is touching instead gains that benefit.
If the Sidereal touches a water or fire elemental, or a god strongly representing one of those  elements, then she may roll Charisma + Resistance against a difficulty of its Resolve, compelling  it to protect something that she names for one month per success rolled."
Sidereal,Battles,Wearing Red to a Wedding ,1,1,,"Presence,War","The Sidereal wraps herself in a nonchalant skein of desensitized violence. No matter how  alarming her appearance, she seems unthreatening and unworthy of special notice, even if she’s  covered in blood and openly carrying several gory daiklaves. Unless the Sidereal actually attacks  someone, it seems ridiculous to consider her a threat.","This Charm’s effects are permanent, though if she wishes to intimidate someone with  her gruesome demeanor, the Sidereal may make a Willpower roll at difficulty 6 to dismiss its  effects for a scene."
Sidereal,Battles,Demon-Blocking Battle Pattern ,2,1,,War,"The Sidereal devises a plan to confound those whose power originates outside of Creation and  weaves it into destiny. If a group of soldiers follows this plan, then their strength of arms can  prevail even over demons and the dead.","Spend 1 Mote and make an Intelligence + War roll against difficulty 6 to devise an  auspicious battle plan for a group that is currently fighting under the Sidereal’s direct leadership,  or about to go into battle employing a tactical plan devised or advised by her (this roll can enjoy  a maximum number of successes up to the Sidereal’s Essence rating). At any time, any Exalt or  group fighting according to this plan may declare that on their turn, they are “following the  plan.” They may use reflexive movement, but otherwise make no other action; “following the  plan” is their action for the turn. During the next round, all creatures native to or filled with the  power of of the Underworld, Hell, the Wyld, or other strange realms such as Autochthonia  involved in the battle suffer a dice pool penalty to all of their actions equal to (number of  characters who followed the plan) x (successes on the roll to devise the plan). A group counts as  a number of characters equal to its Size. Thus, if the Sidereal herself and a Size 3 group all  followed a two-success plan in the first round of a fight, then on the second round all ghosts,  zombies, and Abyssals on the battlefield would suffer a –8 penalty to their dice pools before the  effect of Charms. This Charm was instrumental in checking the power of those who made the  world during the Divine Revolution."
Sidereal,Battles,Force Decision ,2,1,,"Presence,War","When she beholds someone about to make a choice, the Sidereal reaches out and severs all future  possibilities save the one she desires.","Spend 1 Mote and roll Charisma + Presence against a difficulty of the target character’s  Willpower rating. If the roll is successful, then the target makes his decision as the Sidereal  chooses. The target must be confronted by some manner of clear choice, such as what to order  off of a menu, or whether or not they’ll cheat on their spouse; the Sidereal cannot force someone  goofing around on their phone while waiting for the bus to “decide” to give the Exalt their wallet  unprompted. Protagonists may spend 2 Willpower to resist this Charm. It cannot force someone  to make a choice that is contrary to his Nature."
Sidereal,Battles,Horrific Wreath ,2,1,,"Martial Arts,Brawl","The Sidereal fortifies herself with the Essence of every manner of bane and calamity, every  being’s worst day all rolled into one.","Reflexively spend 1 Mote. For the next (Essence rating) rounds, the Sidereal’s attacks  inflict aggravated damage."
Sidereal,Battles,Many Missiles Bow Technique ,2,1,,Archery,"The Sidereal summons a crimson prayer strip bearing the Scripture of the Clay Maiden, which  she quickly twists into a mighty bow, capable of launching anything she draws and fires from it.","The Sidereal spends a turn creating her crimson bow. When she fires the bow, if she  does not fit an arrow to its string, then she may pay 1 Mote to fire a potentiality drawn from the  threads of fate, with results adjudicated by the Storyteller. The fate of fertile fields might cause a  field of wheat to spring up where the arrow lands. The fate of fine glass might produce a nearlyinvisible arrow which cannot be blocked (antagonists suffer a –2 penalty to Defense) unless the  target succeeds at a reflexive Perception + Awareness roll against difficulty 9. The fate of  darkness might allow the Sidereal to fire an arrow into the sky and briefly transform day to night.  The fate of well-being might allow the Sidereal to fire an arrow that heals rather than hurts the  one it strikes. These are fates of only modest potency, and so cannot enact truly dramatic  miracles such as granting Exaltation, bringing the dead back to life, or turning a vast desert into a  verdant forest (though they might crack a rock and draw forth a spring)."
Sidereal,Battles,Meditation on War ,2,1,,"Melee,War","Calm and precision envelops the Sidereal as she manipulates the threads of fate. She learns to let  her pain spill out into the threads of the tapestry of Creation, to be later conveyed to someone  else so that she needs not suffer now.","Whenever the Sidereal reduces the difficulty of a roll with one of her Charms, such as  Excellence of the Starry Vault, she also reduces her current wound penalties by that same  amount."
Sidereal,Battles,Orchestration of Conflict ,2,1,,Survival,"The Sidereal devises and oversees an intensive training regimen for a small group of students in  which she weaves a challenging military conflict from the threads of destiny. Those who come  through the training are vastly empowered by her tutelage, skilled in the arts of battle and tactics.","The Sidereal spends an entire night consulting the stars, and then an entire day weaving  a customized conflict into the fabric of destiny, and spends 5 Motes, 1 Willpower. She must then,  within the next seven days, touch each student she wishes to put through the training, spending 1  Mote per student. Students need not consent to this training or realize they are undergoing it. The  Sidereal may train up to (Essence rating) students at a time. Once she has attached all the  students she wishes to train to the destiny she’s woven, the Charm takes effect.
If used to train antagonists, the Charm unfolds in a largely narrative fashion, usually occurring over the course of a week, at the end of which they may gain a new appropriate Aptitude chosen  from among the following: Archery, combat, hardiness, oratory, rhetoric, strategy, swordsmanship, or tactics. Once every other story, if they are Exalted, they can gain a new  power relating to one of those Aptitudes.
If used to train protagonists, this Charm either occurs during about a week of downtime, or  consumes a session of gameplay, as the group prefers, during which they are drawn into some  challenging military conflict. If they overcome it, then the next time they spend experience, they  may treat up to three of the following as Favored Attributes or Abilities (the Sidereal chooses  which when she devises the regimen): Strength, Charisma, Archery, Brawl, Martial Arts, Melee,  Presence, Resistance, Stealth, and War. This discount applies both to buying Ability dots and to  buying Charms. This Charm cannot provide any benefit again until a protagonist has spent  experience points on something, and only provides a discount for one purchase (so if the player  has enough normal experience points banked to buy an Ability dot, and enough supernal  experience points banked to buy a Charm, she could only apply the discount to one or the other,  not both)."
Sidereal,Battles,Red Haze ,2,1,,Resistance,The Sidereal makes the Inferior Sign of the Shield. A misty haze of crimson-gleaming starlight  protects all things it illuminates from the denizens of Hell and Underworld.,"Reflexively spend 1 Mote. A haze of crimson starlight encompasses everything within  three zones of the Sidereal for the rest of the scene. Within this haze, all demons and Unquiet raise the difficulty of all actions by +1. All soak rolls within the blessed area made against such  foes occur at –1 difficulty (friendly antagonists increase their soak against demons and Unquiet  by +1)."
Sidereal,Battles,Shield of Mars ,2,1,,Resistance,"Tangling her destiny with that of her foe, the Sidereal passes on damage that she might have  suffered to the one who sought to inflict it.","Reflexively spend 1 Mote, 1 Willpower after rolling soak. Each level of damage soaked  is inflicted instead on the Sidereal’s attacker, where it may be soaked in turn."
Sidereal,Battles,Smiling at the Damned ,2,1,,Melee,"In the moment she strikes true, the world turns a lurid red in acknowledgement of the Sidereal’s  murderous intent.","Reflexively spend 1 Mote upon successfully striking an opponent. If the attack’s  damage was bashing, it becomes lethal. The attack increases its base damage by the higher of  (number of Colleges of her Maiden’s House the Sidereal is initiated into) or (number of Colleges  of the House of Mars the Sidereal is initiated into)."
Sidereal,Battles,Someone Else’s Destiny ,2,1,,Resistance,"The Sidereal compresses a drug or poison within her body into a memorandum attached to her  destiny. At some point in the future, she attaches that memo to an attack, and passes the toxin or  drug on to her target.","Reflexively spend 1 Mote to purge the drug or poison. At any point in the future, the  Sidereal may reflexively discharge it through an attack which inflicts at least one level of lethal  or aggravated damage, afflicting her target with the drug or poison."
Sidereal,Battles,Unobstructed Blow ,2,1,,"Brawl,Melee",The Sidereal loops an unbreakable string of Essence between an attack and her opponent. There  can be no other outcome save pain and ruin.,"Reflexively spend 1 Mote to enchant an attack, which may be launched by the Sidereal  or by someone else. The attack becomes unblockable (antagonists suffer a –2 penalty to their  Defense) and removes two dice of the target’s soak (or ignores one point of soak for  antagonists)."
Sidereal,Battles,Easily Accepted Proposition Stance ,3,1,,"Brawl,War","In the heat of battle the Sidereal summons a crimson prayer strip marked with the Scripture of  the Drowning Maiden, whispers her proposal to the fortunes of war into it, and then knots it into  her shadow, where it vanishes into the design of destiny. So long as the Sidereal’s request is the  sort of thing that might happen within the course of a battle, it comes to pass: reinforcements  arrive, or a wall collapses to create an escape route, or the character’s decimated allies turn out to  be merely stunned and dazed rather than wounded and dead. The sky won’t tear open and  unleash a horde of spirits upon her foes, though, nor is a comet going to fall from the heavens to  destroy her enemies.","Spend 3 Motes and roll Intelligence + Brawl against the Willpower rating of the most  prominent, dangerous, or highest-ranking enemy on the battlefield. If the roll succeeds, then that  enemy must make a decision: either allow the Sidereal’s dictate to occur, or else stand in  destiny’s path. If they stand in destiny’s path, then they suffer a number of automatic, unsoakable  levels of aggravated damage equal to the successes rolled as the crimson prayer strip appears  upon their forehead and burns away in a welter of crimson Essence."
Sidereal,Battles,Every Direction Arrow ,3,1,,Archery,"The Sidereal fires a flurry of arrows, which vanish along the vectors of fate before reappearing to  simultaneously strike their target from all directions.","This Charm cannot be used in the same round the Sidereal moves. Spend 3 Motes, 1  Willpower, and end the character’s turn. At the end of the round, after all other characters have  acted, make three Archery attacks against a single target."
Sidereal,Battles,Harmony of Blows ,3,1,,"Brawl,Melee","The Sidereal exists in harmony with the battlefield, letting the gleaming crimson lattice of  destiny guide her into auspicious moments and opportunistic blows.","Reflexively spend 2 Motes. The Sidereal may take a second turn after all other  characters have acted, which must be used to launch an attack at a target of her choice. She may  not move on this turn.
Alternately, spend 1 Mote and use the Sidereal’s turn to launch an attack against a battle group.  If successful, it adds (higher of Melee or Martial Arts) successes to its damage roll."
Sidereal,Battles,Impeding the Flow ,3,1,,Melee,A casual flick of the Exalt’s hand momentarily severs the strand of destiny connecting an attack  with the possibility of harming her.,"Reflexively spend 1 Mote to force all of the attack rolls a certain character directs at the  Sidereal this round to generate 0 successes. This Charm has no power to protect the Sidereal  against damaging or deleterious effects with no attack roll, such as environmental damage, nor  against attacks which always hit their target such as Accuracy Without Distance. It also cannot  confound unblockable attacks or unexpected attacks."
Sidereal,Battles,Perfection of the Visionary Warrior ,3,1,,Melee,"The Sidereal summons a prayer strip scribed with the Scripture of the Maiden on the Shelf and  affixes it across her eyes, filling them with blood and starlight. Violence becomes a second  nature to her, and her body moves to kill of its own accord.","Reflexively spend 1 Mote, 1 Willpower. At the end of the round, after all other  characters have acted, roll an extra attack against an opponent of the Sidereal’s choice, picked  when this Charm is first activated. This Charm persists until that target is defeated or escapes the  battlefield. The Sidereal cannot have two instances of Perfection of the Visionary Warrior active  simultaneously; if she wants to direct her extra attacks at a different enemy, she must first deal  with her current destined foe. The prayer strip does not impede the Sidereal’s vision."
