Splat,Category,Name,Dots/Xp,Essence,Type,Resonance,Flavor,System
Lunar,Full Moon,Chain-Eating Guise ,3,1,,"Dexterity,Stamina,Strength","The Lunar learns to wear her innermost fury upon her flesh, conjuring forth a battle form that is a terrifying mixture of human features and those of her Feral Heart.",The Lunar gains access to the rage form (see p. XX). It is considered one of her true forms.
Lunar,Full Moon,Coiled Cobra Stance ,3,1,,"Dexterity,Strength,Stamina","The Lunar draws down, tightening her muscles, marshaling her will, and maximizing her potential. When she strikes, it is like a thunderclap, an avalanche, a god taking the first step of the dance that ends the world.","Reflexively spend 1 Mote, 1 Willpower. For the rest of the round, if the Lunar adds any dice to a Strength, Dexterity, or Stamina-based roll with Excellence of the Shifting Moon, she bases the number of bonus dice on the physical Attributes of her present form rather than the value on her character sheet. She may also add her current form’s Strength to the base damage of all hand-to-hand attacks."
Lunar,Full Moon,Halting the Scarlet Flow ,3,1,,Stamina,"The Lunar’s Essence is a dynamo that will keep her up and fighting no matter what, beyond sanity and beyond the limits of bodily endurance. Her very rage pulls her back together.","Spend 2 Motes reflexively to activate this Charm. For the rest of the scene, the Lunar reflexively heals 2 bashing or 1 lethal damage at the beginning of each round. If she spends a turn taking no action save to concentrate on pulling her body back together, she can heal a level of aggravated damage."
Lunar,Full Moon,Octopus and Spider Barrage ,3,1,,Dexterity,"The Lunar moves like something out of primordial nightmare, either launching a flurry of attacks, or else splitting her extremities momentarily into several, perhaps even dozens, of darting tentacles and killing limbs.","Reflexively spend 2 Motes. The Lunar may take a second turn after all other characters have acted, using it to launch an attack at a target of her choice.
Alternately, spend 1 Mote and use the Lunar’s turn to launch an attack against a group. The difficulty of this attack is lowered by two, and if successful, it adds (current form’s rating of Attribute used to attack) successes to its damage roll."
Lunar,Full Moon,Ravenous Beast Maw ,3,1,,"Stamina,Strength","Upon defeating an opponent, the Lunar’s body grows a cavernous maw and clutching tendrils to feed his remains into it. She messily devours her foe, adding his strength to her own, even as she continues to battle on.","Upon slaying an opponent within the same zone or causing a group that overlaps into the Lunar’s zone to lose a point of Size, reflexively spend 1 Mote, 1 Willpower. The Lunar immediately adds the slain target’s form to her shapeshifting library if she is able to do so (or adds a few generic soldiers or whatever else to her library if she tore through a group).
Moreover, she heals a number of levels of bashing or lethal damage equal to (1 + her Essence rating), prioritizing lethal damage first."
Lunar,Full Moon,Sensing the Deadly Flow ,3,1,,Dexterity,"Moving within the currents of violence, the Lunar’s keen instincts guide her through a multitude of blades to be where her foes’ attacks are not.","Reflexively spend 1 Mote, 1 Willpower to activate this Charm. For the rest of the scene, all attacks which the Lunar attempts to Parry or Dodge subtract one success from their total rolled, and the Lunar’s Dodge value is increased by +1. If this would raise her Defense above 9, her attackers are forced to discard an additional success from their attacks."
Lunar,Full Moon,Wound-Mastering Body Evolution ,3,1,,Stamina,"The Lunar’s flesh learns from that which harms it, adapting to temporarily become immune to a particular kind of damage.","After suffering damage, the Lunar may reflexively spend 2 Motes. For the rest of the scene, the Lunar cannot be harmed again by that sort of attack or damage source. If she activated Wound-Mastering Body Evolution in response to being slashed with a sword, she would become immune to being cut by edged weapons. If she activated it after being burned, she would be temporarily immune to flames. If she activated it after being punched in the throat, she’d become immune to being struck with unarmed attacks. If she activated it after being savaged by a wild beast, she’d become immune to claws and fangs. Ultimately, the Storyteller is the final arbiter of what a Lunar is or isn’t immune to while this Charm is active. Wound-Mastering Body Evolution cannot be stacked; activating it again while it’s already running simply changes what the Lunar is immune to."
Lunar,Full Moon,Writhing Serpent Defense ,3,1,,Dexterity,"The Lunar moves in deceptive and confusing patterns, tempting her enemies to overextend and expose themselves, then striking viciously.","Reflexively spend 1 Mote. For the rest of the scene, the first time each round the Lunar is targeted with an attack by an opponent in the same zone and it fails to strike her, she may make an immediate counterattack, forcing the attacker to soak the lower of (2 + Essence) or her current form’s Dexterity in levels of automatic damage (lethal or bashing as is appropriate for her current form of attack)."
Lunar,Changing Moon,Beast Calming Method ,1,1,,"Appearance,Charisma","By standing her ground and projecting a powerful and assertive energy, the Lunar may back down any lesser beast than herself.","The Lunar focuses in on a target and makes a Charisma + (Empathy or Presence) roll against a difficulty of their Willpower rating. Valid targets include all hostile animals, as well as any being in the grip of some sort of wild passion or frenzy. Success causes the aggressive state to immediately end, and the target to become calm. While mundane beasts affected by this Charm will never voluntarily attack the Lunar, this doesn’t guarantee that intelligent targets won’t still take violent actions, only that it won’t be the result of uncontrollable aggression."
Lunar,Changing Moon,Dog Tongue Method ,1,1,,"Charisma,Intelligence","The Lunar learns the trick of understanding the intentions and speech of animals, and can make herself understood to them in turn.","The Lunar reduces the difficulty of all Survival rolls when dealing with animals by two.
Additionally, she can employ human speech in any of her beast forms, regardless of the shape of her mouth or throat. Finally, she may spend 1 Mote to understand and make herself understood by animals for a scene."
Lunar,Changing Moon,Emotion-Shaping Technique ,1,1,,"Appearance,Charisma","By merely smiling, scowling, or otherwise emoting at her subject, the Lunar can afflict them with the pantomimed emotion. They are helpless not to feel it.","Spend 1 Mote and roll Manipulation + Empathy against a difficulty of the target’s Willpower. Their heart is filled with sorrow, fear, anger, despair, joy, apathy, contentment, or whatever else the Lunar wishes them to feel for one hour per success (see p. XX)."
Lunar,Changing Moon,Fearful Lunar Form ,1,1,,"Appearance,Charisma,Strength","When the Lunar decides to lean on someone, she subtly brings small aspects of the beast within into her appearance, putting a gleam in her eye and sharpening her teeth ever-so-slightly, finished off with a slight predatory musk.",The Lunar permanently reduces the difficulty of all attempts to intimidate others through social influence by two.
Lunar,Changing Moon,Freedom of the Beast ,1,1,,"Charisma,Wits","Realizing that she has formed an unwise attachment, the Lunar feeds her foolish sentiments to her Feral Heart, liberating herself thereby.","The Lunar gains 2 Limit and makes a Willpower roll against difficulty 7. If she succeeds, then she may erase an Intimacy of her choice."
Lunar,Changing Moon,Generosity of the Cuckoo ,1,1,,Manipulation,"The Lunar enwraps an object in her own alluring Essence, increasing its desirability tenfold.","When offering to give, sell, or barter an object to another character, spend 1 Mote and make a contested roll of Manipulation + Larceny against the potential recipient’s Willpower, both at difficulty 6. If the Lunar gains more successes, the target becomes convinced that whatever the Lunar is offering is of tremendous value. This impression lasts for a number of hours equal to the successes by which the Lunar’s roll beat her target’s."
Lunar,Changing Moon,Glance-Oration Technique ,1,1,,"Appearance,Manipulation","The Lunar can communicate even complex concepts with nothing but a sultry glance, toss of her head, subtly adjusted eyebrow, shrug, or other bit of body language.","The Lunar’s player may roll Appearance + (Presence or Performance) (difficulty 7) to communicate a message of any degree of complexity silently, through body language alone, and this communication is only perceptible to those she intends to understand her."
Lunar,Changing Moon,Heart-Drinking Allure ,1,1,,"Appearance,Charisma,Manipulation","The Lunar may briefly teach her flesh the shape of another by sharing physical intimacy with him. This Charm is normally used to temporarily assume human shapes, and doing so requires Prey’s Skin Disguise… but it can technically be learned without meeting that prerequisite.","The Lunar must share a minute or so in extended romantic intimacy with the target of this Charm. A deep kiss or a few intimate caresses are sufficient for its activation, but few Lunars stop there unless they’re in a hurry. Whatever the case, upon reflexively paying 1 Mote she assumes her partner’s form. Once she shifts into a different form, she loses access to this temporary shape."
Lunar,Changing Moon,Imposing Presence Attitude ,1,1,,"Charisma,Manipulation","The Lunar’s words, threaded with Essence, entrance and beguile.","By spending 1 Mote, the Lunar’s presence and words become deeply compelling. She reduces the difficulty of all social rolls by two (minimum of 4) for the rest of the scene."
Lunar,Changing Moon,Kindred Spirit Recognition ,1,1,,"Appearance,Intelligence,Perception",The Lunar becomes immediately recognizable to the outcast and the unwanted as a fellow traveler and potential friend.,"The Lunar lowers the difficulty of all social rolls by one when dealing with outsiders, outcasts, exiles, and those with no place in the society to which they must attempt to belong. This includes not only mortal outcasts such as the lepers, beggars, criminals, and those of deviant personal practices in highly traditional communities, but also supernatural outsiders: Exalts on the run from the Wyld Hunt, Wyld mutants without a tribe to take them in, bound demons, and the like."
Lunar,Changing Moon,Perfect Symmetry ,1,1,,Appearance,"The Lunar makes instinctive, subtle adjustments to the finest details of her appearance to best appeal to those she treats with.",Lower the difficulty of all Appearance-based rolls by one.
Lunar,Changing Moon,Righteous Lion Defense ,1,1,,"Intelligence,Manipulation,Perception","The Lunar shields her convictions in an invulnerable shell of Essence, guarding them against all hostile influence.","Any attempt to cause or force the Lunar to betray, undermine, or abandon her Intimacies automatically fails."
Lunar,Changing Moon,Silver-Maned Glory ,1,1,,"Appearance,Charisma","Howling an exhortation to push onward to glory, the Lunar stiffens the resolve of faltering allies.",Spend 1 Mote to make a reflexive rally action after an allied group has failed a rout check. This Charm can be used at no cost a number of times per story equal to the Lunar’s Essence rating.
Lunar,Changing Moon,Tale-Spinning Mastery ,1,1,,"Charisma,Intelligence","The Society of the Moon cherishes its oral histories, and teaches young Lunars to charge their tales with Essence to inspire listeners to greatness.","The Lunar recites a short story, fable, parable, or personal recollection, which the player should at least detail in broad strokes. Then, spend 1 Mote. Everyone who listened to the tale counts dice results of 10 as two successes on all actions that are in some way related to the moral or details of the story for the next 12 hours."
Lunar,Changing Moon,Wild Daughter Cultivation ,1,1,,"Appearance,Charisma",The Lunar cultivates the power of her Feral Heart that she might pass it on to her children.,"The Lunar may spend 1 Mote during the potential conception of a child to imprint it with the features of her Feral Heart, enduring that it will be beastfolk. If her body possesses an Aspect at the time of conception (such as from Hybrid Body Rearrangement, the rage form, or the Feral Heart form, although in that case the only thing this Charm is doing is to save the Lunar the hassle of going out into the Wyld…), her child will be beastfolk reflecting whatever sort of beast the Aspect came from."
Lunar,Changing Moon,Beast-God’s Blessings ,2,1,,"Manipulation,Intelligence","The Lunar devises a fertility rite and infuses it with her Essence. Those who deliberately couple under the auspices of the rite create a child that has been spiritually sired by the Lunar, even if she is hundreds of miles away at the time, and that child will be beastfolk.","Designing a fertility rite requires several weeks of research, the expenditure of 5 Motes, and a difficulty 8 Intelligence + Occult roll. Success produces a functional rite that the Lunar can pass down to her worshipers. This rite only works for members of her Cult, who regularly offer up reverence to the Lunar. Their children will be beastfolk, usually reflecting the Lunar’s Feral Heart, although she can assign some other beast identity from her shapeshifting library by increasing the difficulty of rite creation to 9.
Fertility rites lose their power over time, and the Lunar must devise a new rite once every ten years or so."
Lunar,Changing Moon,Chameleon Skin Disguise ,2,1,,"Appearance,Dexterity,Manipulation","The Lunar can shift her coloration to match her environment, becoming difficult to detect.","The difficulty of all Stealth rolls is lowered by two. By spending 1 Mote, the Lunar can intensify this capability for one scene (and causes its effect to spread to her clothing), making her functionally invisible so long as she moves no faster than a slow walk and doesn’t make any sudden, violent motions, which obviate the illusion."
Lunar,Changing Moon,Crowd-Inciting Method ,2,1,,Charisma,"The Lunar releases her ever-burning rage into the air around her: her breath, her very pheromones sizzle with anger, and those in her immediate vicinity react in kind.","Spend 1 Mote and roll Appearance + (Empathy or Performance) against difficulty 5.
Everyone present whose Willpower rating is equal to or less than the number of successes rolled becomes angry, aggressive, and combative for the rest of the scene (see p. XX)."
Lunar,Changing Moon,Earth and Moon Song ,2,1,,Charisma,"Lunars wear no chains, but rather define themselves, and defend that self-definition with unmatched ferocity.","Once per scene, when the Lunar takes an action to support, advance, or protect one of her Intimacies, that action’s difficulty is reduced by one."
Lunar,Changing Moon,Forgetful Victim Exercise ,2,1,,"Appearance,Charisma","The Lunar may blank out the memories of those she meets, either through terror or delight.","Spend 1 Mote and roll either Appearance + Socialize (if the target’s interaction with the Lunar was pleasant), or Charisma + Presence (if it wasn’t) against a difficulty of the victim’s Willpower. Each success allows the Lunar to erase the memory of one scene from the target’s life. No new memories take the place of these devoured moments; the victim’s mind simply develops blanks containing only a vague sense of bliss or terror."
Lunar,Changing Moon,Heart-Wasp Assault ,2,1,,"Charisma,Manipulation,Stamina","The Lunar transmutes her rancor into a swarm of stinging, biting insects. She opens her mouth and issues forth a medley of wasps, hornets, and biting flies to bedevil one of her enemies.","The Lunar opens her mouth, spends 1 Mote, and vomits up a torrent of stinging and biting insects which surrounds a foe of her choosing, either within the same zone or up to one zone away. For the next (1 + Essence rating) rounds, that opponent must soak one lethal damage per round and increases the difficulty of all actions by +2. If, before this Charm’s duration elapses, the target dies or flees somewhere that the swarm can’t follow (such as underwater), the Lunar may reflexively assign it a new target on her turn."
Lunar,Changing Moon,Laughing into the Teeth of Madness ,2,1,,"Appearance,Wits","The Lunar braces her Essence against the shapeshifting potential of her Exaltation, partially calcifying herself to gain protection from the corrosive influence of the Wyld.
Very few Lunars learn this Charm in the Age of Sorrows, as their moonsilver tattoos obviate the need for it. A few Casteless still rely on it to protect them during their sojourns into the kingdoms of the Fair Folk.","Upon activating this Charm, the Lunar’s maximum Mote pool capacity is reduced by one and the difficulty of all shapeshifting actions increases by +2, but she gains complete protection from being transformed in mind, body, or spirit by the Wyld. She may sustain Laughing into the Teeth of Madness for a number of days equal to her Essence rating, at which point she must make a difficulty 8 Wits + Occult roll. Success grants her another (Essence) rating days of protection, after which she has to roll again. Failure means she cannot sustain the tension in her Essence any longer. The Charm immediately ends, and can’t be reactivated for the rest of the current story."
Lunar,Changing Moon,Lion Roar Method ,2,1,,"Charisma,Strength","The Lunar draws in a deep breath, fills the air in her lungs with Essence, and then emits an earshattering, primeval roar.","The Lunar spends a turn producing an earth-shaking roar or ear-piercing scream.
Everyone who hears is that is not a friend or ally of the Lunar must succeed at a Willpower roll against difficulty 9, or else make all actions on their next turn at +2 difficulty as they stagger from the force of the Lunar’s cry. If this would increase the difficulty of an action above 9, they are forced to discard the first success they roll."
Lunar,Changing Moon,Mirror Sight Dismay ,2,1,,Manipulation,"Using her Essence as a mirror, the Lunar can use clever wordplay to reflect a target’s views back at them in reverse, briefly convincing them that something they believe is not true.",Spend 1 Mote and roll Manipulation + (Linguistics or Socialize) against a difficulty of the target’s Willpower. Success allows the Lunar to convince the target that one of his beliefs is false. This confusion lasts for 10 minutes per success.
Lunar,Changing Moon,Moon Beckons Tide ,2,1,,Appearance,"The Lunar fuses together pheromones, carnal allure, and her enchanting Essence to make her attention and her touch physically addictive.","The Lunar must share at least a minute in extended romantic intimacy with the target of this Charm, and then spend 1 Mote and make a contested roll of Appearance + Presence against the target’s Wits + Resistance, both at difficulty 6. If the Lunar gains more successes, her paramour becomes physically and psychologically addicted to her. She’s constantly in his thoughts, and he desires to see her and to be the focus of her attention again. He gains a positive Intimacy of some sort toward her, with a context chosen by his player. Spending more than (his Willpower rating) days away from the Lunar causes acute withdrawal symptoms: all dice pools suffer a –1 penalty that climbs each day until it reaches –3. At any point while suffering this penalty, the victim may spend 2 Willpower to make a Stamina + Resistance roll against difficulty 7. Succeeding once clears away the Intimacy. Spending the Willpower and succeeding again gets rid of the physical symptoms of addiction as well, and clears the penalty."
Lunar,Changing Moon,Natural Selection Glance ,2,1,,"Manipulation,Perception","The Lunar may focus her Essence to momentarily heighten all of her senses to an incredible degree and focus them upon one person, taking in their posture, scent, the rate of their heartbeat, and even, in the barest subliminal flash, the color of their soul. With nothing more than the blink of her eye, she may gain a summation of who that person is and what they’re currently doing.","Spend 1 Mote to immediately make an attempt to read the target’s intentions (see p.
XX) without the need for them to do or say anything revealing."
Lunar,Changing Moon,New Friend Aroma ,2,1,,"Appearance,Charisma,Manipulation","Perhaps it’s something in her pheromones, or simply her incredible confidence, but everyone who meets the Lunar regards her well.","During the scene when someone first meets the Lunar (or at least, when someone thinks they’re first meeting the Lunar) they’re favorably inclined toward her, and all her social actions against them are rolled at –2 difficulty."
Lunar,Changing Moon,Soporific Venom Injection ,2,1,,"Stamina,Manipulation",The Lunar distills a numbing venom from her Essence and imbues it into her attacks.,"Reflexively spend 1 Mote when making an attack with a natural weapon which inflicts lethal or aggravated damage. If the target suffers even a single point of damage (and the Lunar may limit the attack to only a single point of damage, if she wishes), they must make a Stamina + Resistance roll against difficulty (4 + Lunar’s Manipulation) at the beginning of their turn for the next (1 + Essence) rating turns. Success allows the victim to fight off the venom and act that round, albeit at a –2 penalty. Failure causes her to fall unconscious for the rest of the scene."
Lunar,Changing Moon,Traceless Passage Technique ,2,1,,"Dexterity,Manipulation",The Lunar may smooth her passage through the world with an occulting expenditure of Essence.,"Spend 1 Mote. Until the sun next rises or sets, the Lunar leaves absolutely no evidence of her passage behind, making it impossible to track her using mundane effort. Those with supernaturally acute senses or supernaturally accurate tracking must still roll against difficulty 9 to follow the Lunar’s trail."
Lunar,Changing Moon,Animal Magnetism ,3,1,,"Appearance,Charisma,Manipulation","The Lunar wears her power and allure like a mantle, making her irresistible, terrible, compelling.","The Lunar gains access to a new form, the allure form. It is considered one of her true forms. Her allure form defaults to sharing the basic appearance of her human true form, though it may be independently modified with Changing Plumage Mastery. To assume her allure form, the Lunar concentrates for a turn as her player rolls the character’s Essence rating against difficulty 7, with success transforming her into a form of limitless appeal. Alternately, she may spend 1 Mote to reflexively transform into the allure form without a dice roll.
When wearing the allure form, the Lunar’s Charisma and Manipulation are increased by +2 and her Appearance rises by +3. These increases can raise her ratings above 5 dots. However, the difficulty to spot her Tell is reduced by two."
Lunar,Changing Moon,Brotherhood of Lake and River ,3,1,,Charisma,"The Lunar bonds herself to another through a mingling of blood and Essence. This Charm is traditionally used to unite a group of young Lunars as packmates, a bond considered blessed by Luna by much of the Society of the Moon.
Some Lunars, it must be admitted, use Brotherhood of Lake and River for less friendly purposes than to adopt those they feel a bond with as siblings. The Charm is also useful for keeping an eye on agents, victims, or stalking horses that the Lunar wants to keep on a long leash for the time being.","The Lunar and her sibling(s)-to-be must cut themselves (suffering one level of lethal damage) and bind the wounds together so that their blood mingles for at least a minute while the Lunar spends 1 Mote and all spend 1 Willpower.
Those united by a pack-bond can always dimly sense how far away their new siblings are, and in what direction. When a member of the pack is injured or killed, everyone she’s bound to knows it. Siblings within two zones of one another can even communicate silently, their words heard only within the minds of whichever other pack members they wish.
A character can be simultaneously bonded to a number of other characters equal to three times her Essence rating. The Brotherhood of Lake and River can be severed by two means. One is death. The other is for a participant to spit into her hand, spend a Mote of Essence, and slap the sibling she wishes to be severed from across the face."
Lunar,Changing Moon,Cobra Hypnotic Method ,3,1,,"Appearance,Manipulation","By maintaining eye contact with her victim, the Lunar may hypnotize them into doing whatever she likes. They will be aware their actions are unusual and inexplicable afterwards.","Spend 2 Motes and roll Manipulation + Presence against a difficulty of the target’s Willpower rating. One or two successes will allow the Lunar to command her target to do anything that doesn’t seem tremendously unusual or out of character. With three or four successes, she can command the target to do anything that doesn’t endanger himself or a loved one. With five or more successes, the target will risk his life and the lives of others at the Lunar’s command. The target will be aware his actions are unusual and inexplicable afterwards, unless the Lunar spends an additional 1 Willpower. In this case, the target will rationalize his actions to the best of his ability.
Cobra Hypnotic Method cannot hypnotize a target into harming or killing himself, compel him into certain death, or force him to betray his Nature. Protagonists targeted by this Charm may spend 1 Willpower to escape its effects for a scene if they can cite an Intimacy that it is forcing them to act against. Spending a number of points of Willpower equal to the Lunar’s Essence rating breaks the Charm’s hold."
Lunar,Changing Moon,Glib Tongue Technique ,3,1,,Manipulation,"The Lunar clouds her requests with a haze of Essence, making the unreasonable and the onerous seem entirely reasonable, at least for a little while.","When the Lunar requests someone to undertake an ordeal (see p. XX), she may reflexively spend 2 Motes and make a contested roll of Manipulation + Presence against the target’s Wits + Empathy, both at difficulty 6. If the Lunar gains more successes, the target sees the request as a mere inconvenience (see p. XX). After a number of minutes equal to the successes by which the Lunar beat him on the roll, he realizes the true magnitude of what she proposed, and if he agreed to it, may re-evaluate that decision as though now making it for the first time."
Lunar,Changing Moon,Mind-Blanking Fear Technique ,3,1,,"Charisma,Strength","The Lunar unleashes her rage in a single concentrated scream, stunning an enemy.","Reflexively spend 1 Mote and roll Charisma + Presence against a difficulty of the target’s Willpower. Success stuns them and causes them to be unable to use their next turn to do anything but defend themselves. If the Lunar immediately departs, they can’t bring themselves to follow after her for one minute per success rolled. A character can only be affected by this Charm once per scene."
Lunar,Changing Moon,Outlander’s Condemnation ,3,1,,Manipulation,"Crouching over a defeated opponent, the Lunar may drink the breath from his lungs and in doing so, consume that which ties her enemy to the world and his life. He is no longer recognized as kith or kin by those who knew him, and his fortune and privilege crumbles beneath him within a matter of days.","The Lunar draws breath from the lungs of an unconscious, sleeping, or otherwise incapacitated or unresisting target, then spends 2 Motes and rolls Manipulation + Socialize against difficulty 7. For each success, the target loses one social Background dot, starting with whatever he would consider most important. This broadly manifests as a sense of alienation: those who formerly accepted the individual no longer consider him “one of us,” whatever that might mean, and find excuses to exclude, disenfranchise, and disown him in short order.
Those with Essence rated at 2+ regain lost Background dots at a rate of one per week, beginning with those they have put the most effort into regaining, as their contacts and allies forget the strange and alienating distance that pushed them away from the character. Otherwise, this Charm’s effects are permanent unless the target takes substantial efforts to repair the damage to his life. A character may not be targeted by this Charm more than once per story."
Lunar,Changing Moon,Serpent-in-the-Belly Suasion ,3,1,,"Manipulation,Perception","The Lunar breathes directly into the mouth of another, solidifying her Essence into a serpent, spider, or rat that crawls down the target’s throat and nestles in his belly. There it listens to all that transpires, and possibly expresses the Lunar’s displeasure if it does not like what it hears.","To use this Charm, the Lunar must have access to another character’s mouth. Generally this is accomplished by using Serpent-in-the-Belly Suasion upon a sleeping target, in the middle of a lingering kiss, or at the culmination of a ritual involving the Lunar’s Cult, but it can be accomplished in combat by forfeiting all damage on a successful unarmed attack that would have otherwise inflicted at least three levels of it to momentarily seize the target. In any event, the Lunar spends 1 Mote, 1 Willpower, and the target is treated to the horrifying sensation of a beast sliding down his throat and nestling in his stomach.
The beast is immune to digestion and soon aligns itself with the target’s Essence flows, becoming undetectable in the course of normal activity. By shutting out all other stimuli and concentrating, the Lunar may hear whatever is going on around the host of a particular stomachspy. She has no access to the target’s vision, and any Perception + Awareness rolls she makes through her vermin spy suffer a –3 dice penalty due to the muffling of the host’s flesh.
The Lunar can at any time spend a turn in concentration and 1 Mote to command her embedded agent to express her displeasure; the host must soak three levels of aggravated damage, and suffers several minutes of excruciating agony that inflicts a –4 penalty on all actions as the beast within gnaws on his innards.
The Lunar may have a number of stomach-spies active at once equal to her Manipulation rating.
If she has no more use for one, she may reflexively sever her connection to it; it harmlessly disperses into its host’s Essence flows over the next several hours. Otherwise, the only way to remove an unwanted passenger is by accumulating five successes on an extended difficulty 9 Dexterity + Medicine action that inflicts two levels of unsoakable lethal damage per roll."
Lunar,Changing Moon,Unspeaking Aura of Dread ,3,1,,"Appearance,Charisma","The Lunar bristles with the Essence of a predator king, causing others to tremble at the thought of opposing her.","Spend 2 Motes. For the rest of the scene, any character who wishes to oppose, insult, demand something from, or attack the Lunar must either do so at +1 difficulty (discarding the first success they roll if this would push them above difficulty 9), or else spend a Willpower point to momentarily negate the power of this Charm for a turn."
Lunar,No Moon,Beast Instinct Method ,1,1,,"Intelligence,Stamina,Wits","The Lunar taps into her savage instincts, allowing them to help her exist with grace and ease in even the harshest of environments.","The Lunar needs never make a Survival roll to remain safe, comfortable, and fed in the wilderness. The difficulty to feed and protect others in such environments is reduced by three (minimum of 3). By spending 1 Mote, she fortifies herself against environmental damage so that she can suffer no more than a single level of damage from any particular source of it during a scene (such as from a particular snowstorm, forest fire, and so on)."
Lunar,No Moon,Blood-Reshaping Technique ,1,1,,"Appearance,Intelligence,Manipulation,Perception","By allowing someone else to drink her blood, the Lunar may dream a new appearance for them, or allow them to dream it for themselves.","The Lunar suffers one level of unsoakable lethal damage and rolls Wits + Empathy against difficulty 7. Each success allows her to inflict one change on the person drinking her blood from the list found under Changing Plumage Mastery on page XX. The Lunar may choose these alterations herself, or may allow the subject to choose them. Alternately, if she rolls at least three successes, the Lunar may then spend 1 Mote to cause the subject to perfectly duplicate her own likeness.
One alteration of the Storyteller’s choosing will revert to its prior state after each week that passes, unless the subject spends a point of Willpower to keep it."
Lunar,No Moon,Calls of the Human Prey ,1,1,,Intelligence,The Lunar may refine the subtleties of language from the heady tang of blood.,The Lunar can learn a single language from anyone whose blood she drinks or whose flesh she devours.
Lunar,No Moon,Debt of Borrowed Skin ,1,1,,"Charisma,Manipulation,Intelligence,Wits",The Lunar may barter or gamble for someone else’s face. She must know Prey’s Skin Disguise to learn this Charm.,"The Lunar makes it explicitly clear that she wishes to purchase the right to wear the subject’s face, and must provide him with compensation he feels is adequate. Upon doing so, she gains the right to transform into his shape precisely once. After doing so once and then shifting into a different form, the subject’s shape is erased from her shapeshifting library. She may make another deal in the future, if she wishes, but cannot stockpile multiple unused bargains with the same individual.
Alternately, she may steal her target’s form by defeating him in a game of chance or skill, if he’s willing to wager his face. The Lunar is free to cheat, so long as she doesn’t get caught. This variant of the Charm is subject to all of the above restrictions."
Lunar,No Moon,Eyes of the Cat ,1,1,,"Intelligence,Perception","The character may attune her senses to otherworldly emanations, glimpsing the ghosts as they haunt their graves and the gods in their temples. Having seen such spirits, she may also strike them.","Spend 1 Mote. The Lunar may see dematerialized beings and the entrance of spirit sanctums for the rest of the scene. She may also physically interact with dematerialized beings, including attacking them."
Lunar,No Moon,Form-Fixing Method ,1,1,,Wits,"The Lunar scratches or paints stabilizing glyphs upon the surface of an object, immunizing it against the Wyld’s corrosive touch. Some hold that this humble and very ancient Charm was the seed from which the modern Lunar caste-fixing rituals were devised.",Spend 1 Mote and make a Wits + Craft roll against difficulty 6. Success protects the object from the influence of the Wyld so long as the markings upon it are undisturbed.
Lunar,No Moon,Hackle-Raising Exercise ,1,1,,Perception,"The Lunar’s senses are ever-attuned to danger, warning her when she is about to be struck down.","After the Lunar fails to notice an ambush or other such unexpected attack, she may reflexively spend 1 Mote to notice it anyway, allowing her to defend against it."
Lunar,No Moon,Harmony with Reality Technique ,1,1,,Intelligence,"By giving a gift of her Essence, the Lunar may harmonize a prodigy of the Wyld with the solidity of Creation.","The Lunar touches a fantastic marvel of the Wyld such as a flower made of delicious fire or a sword forged of solidified love and spends 1 Mote, infusing it with her protean Essence.
The enchanted object may be carried into Creation without losing any of its fantastic or impossible qualities, and may endure there for a year and a day, or even longer if this Charm is used again to extend the duration of its protection. By spending 3 Motes, the Lunar may grant this blessing to a Wyld-touched being too fantastic or badly mutated to survive beyond the bordermarches, granting them protection from the grinding touch of reality for (Essence rating) months."
Lunar,No Moon,Labyrinth of the Beast ,1,1,,Intelligence,"The Lunar hides her thoughts within an Essence-sculpted warren, leading those who would try to steal them astray.","Whenever someone attempts to read the Lunar’s mind by any means, roll Perception + Awareness against difficulty 6. Success reveals not only the mind-reading attempt, but also who is responsible. The Lunar may then pay 1 Mote to reflexively shield her thoughts, making them impossible to read for the rest of the scene."
